,Open,High,Low,Close,Volume
2019-01-01,60.87167474411827,61.72411285742815,60.68075268724601,61.0,68340622
2019-01-02,60.085280074605365,60.75394700669193,59.61846392037563,60.096398131132865,73023679
2019-01-03,58.9293144520743,59.49522637198847,58.431110210125674,58.81246799905334,15587182
2019-01-04,59.589760711624876,60.12706410637322,59.41654620548791,59.763499494475276,36119311
2019-01-07,60.45633161822475,60.7779548408605,60.09171391575073,60.53881557513316,63910901
2019-01-08,59.659002460082014,60.118579086418336,59.375738959399435,59.83763410251657,47778451
2019-01-09,60.195221461063376,60.67764036811301,59.852634257083224,60.22567952315879,64744352
2019-01-10,60.41439694991791,60.943456556299175,59.91046864933895,60.33174890561571,59633476
2019-01-11,62.00398135670039,62.162350260026535,61.509013497854795,61.89302999401585,25649149
2019-01-14,60.99994772749689,61.38118222839446,60.44295383228331,60.83744248856253,27436228
2019-01-15,60.740894125475826,61.06025442909894,60.3658653260851,60.701375849715625,72678713
2019-01-16,59.97641602872747,60.42948861160971,59.691556718228036,60.06484582527242,63706406
2019-01-17,60.284697979236014,60.67028460648449,59.691366448918956,60.1316696331177,62573675
2019-01-18,60.80079318033234,61.137747865110526,60.344584855161585,60.700522319951645,48017187
2019-01-21,60.07946176382021,60.671684649027384,59.574945496612486,60.052644000660436,40833245
2019-01-22,59.77305204315528,59.96585832526669,59.11639099861899,59.7029702313046,21434838
2019-01-23,60.867363513324484,61.32657301274297,59.98501632016828,60.71279492226212,77569151
2019-01-24,62.23095454555674,62.374136831247505,61.719154342555086,62.1517505814609,70310452
2019-01-25,62.647807970078176,62.99491526646732,62.27824800171506,62.697323366445545,42994142
2019-01-28,62.65232161566275,63.129572031532504,62.368885885746415,62.572343572477195,72530557
2019-01-29,62.174726737928296,63.01345580987932,61.80137200858064,62.3466995735804,67523277
2019-01-30,62.90949747109005,63.28441824967431,62.42027585140156,62.95239994896777,23763963
2019-01-31,63.18321646665091,63.594567356131385,62.57494197380778,63.21874931124687,32339211
2019-02-01,61.36976965589197,61.97443081901201,60.79381553059606,61.49269173839063,20933006
2019-02-04,61.937963423703486,62.420331787953366,61.80234791266519,62.11570671822174,15840210
2019-02-05,61.10031742014592,61.86576241381307,60.63779967244208,61.23501685707357,53086811
2019-02-06,59.854018745829926,60.394298621598224,59.40866400862473,59.79854190585414,68334631
2019-02-07,58.252179309642074,58.39719097086444,57.808881790933434,58.1467166966481,52332328
2019-02-08,58.12353036554849,58.36955841643333,57.5041152009666,57.95377096513722,19188036
2019-02-11,56.9282943554004,57.549115714265525,56.74646787379067,56.98082035717849,19227525
2019-02-12,54.82315698232794,55.121200269743596,54.35184254361216,54.79048676655493,75483936
2019-02-13,54.619571570722655,54.9505224303472,53.962653978723395,54.47668631533358,31787050
2019-02-14,53.935203153138424,54.22972044346305,53.83046149605129,54.04316785453656,49061652
2019-02-15,53.99491279258647,54.381676808236314,53.69553505734572,53.92449422360527,11715027
2019-02-18,53.45136906560204,53.60315278581487,52.808076455980235,53.36972020372562,67343718
2019-02-19,54.93897145785889,55.65171621557174,54.42676463579461,55.07479398396509,34100496
2019-02-20,55.701219274779994,55.92529577691877,54.958792410522555,55.58074820807092,53652999
2019-02-21,55.23353723549064,55.43505681259486,54.61058492773525,55.12996840735821,38332095
2019-02-22,54.935418992779184,55.67183440743298,54.91062425417622,55.08964697466171,21987581
2019-02-25,56.31180651743615,56.64513370968605,56.05665897022589,56.450306979287966,57673049
2019-02-26,57.240655822983584,57.7729868366091,56.89998771531489,57.395925498227605,64365979
2019-02-27,56.01366534036311,56.42418039148855,55.844895951066285,56.06926018784271,65746009
2019-02-28,55.1706168693043,55.47445042098221,54.73051741767751,55.167542164594295,67217932
2019-03-01,54.468766560292515,55.06844403052621,53.959204548903095,54.45819696665026,44744043
2019-03-04,53.99619105669352,54.59921636403105,53.88074692062584,54.07156679059433,43627045
2019-03-05,53.67797790465889,53.73718488617868,53.312585918172175,53.54574233964555,49076502
2019-03-06,53.55310118271187,54.10098672824298,53.359269897485355,53.595464284353916,11502228
2019-03-07,54.14097440734535,54.7095101004071,53.887838991071135,54.28900418425132,19265845
2019-03-08,55.08170199889747,55.760375604768996,54.87785271347492,55.14780421573945,56425245
2019-03-11,54.87171544734225,55.180577544056675,54.2916938009624,54.86147519446293,73585219
2019-03-12,53.34716116241823,53.81250474208721,53.01140532693563,53.37655397946277,56392800
2019-03-13,52.38795770438255,52.85294202223174,52.29413758180212,52.4591418686339,75392715
2019-03-14,51.9007859881492,52.40108006796399,51.52786805905076,52.01584819138091,69490632
2019-03-15,51.04185666304482,51.306255618305194,50.697176907908414,50.94429899272024,61946911
2019-03-18,52.11484866758401,52.21221131323434,51.56601595444373,51.96016992106622,25252682
2019-03-19,50.89435397165456,51.44580540159391,50.353353435962276,50.94645932021598,68448023
2019-03-20,51.46514640334693,51.865433172509,51.237377355043876,51.5017267271453,59417990
2019-03-21,50.103022931750345,50.64968168839476,49.54271167562107,50.06756382394804,57366368
2019-03-22,50.71418117980273,50.91862745537383,50.3278708237513,50.64779969945198,17380864
2019-03-25,50.512972664834386,51.007942478671175,49.978138347768976,50.545717332518855,49997058
2019-03-26,52.00645642294696,52.475293277530874,51.69995887204304,51.88040896927848,55439584
2019-03-27,50.92808997426013,51.366479068760924,50.432508447772555,50.90976124166899,77074048
2019-03-28,50.4265096860633,50.98838365946324,49.93903481575576,50.44152408699885,45672741
2019-03-29,50.186547955352545,50.66627514263431,49.59898865159057,50.142420793904876,25236709
2019-04-01,50.166025276885975,50.342343182140986,49.8556983905204,50.030102339679736,66489417
2019-04-02,49.84204728807213,50.17210622804223,49.47584803323321,49.75411615365224,75221833
2019-04-03,49.359286501414395,49.71398758419104,49.23232306702008,49.495891261851874,14634391
2019-04-04,49.17576648544163,49.610222702726475,48.85584054802035,49.22529404915936,54982287
2019-04-05,47.530461135536676,47.78006534339458,47.17150858672055,47.53886276861614,10716300
2019-04-08,48.31155240613093,48.8342141159177,47.83288440784575,48.36537797249511,72351715
2019-04-09,50.854771497180465,51.18754177032293,50.44016459701882,50.79376182147381,28453309
2019-04-10,51.16981760401756,51.41206389680466,50.57049428785604,51.06984251940304,12483277
2019-04-11,50.18034924258554,50.38235102100709,49.9501521619821,50.11079192701656,77627935
2019-04-12,49.39903719310471,49.84490237625816,49.016489331136476,49.254426211491264,43776706
2019-04-15,49.72001397634188,49.96945707444729,49.37556307541862,49.787960308414426,38461914
2019-04-16,50.24563033587699,50.3028875052604,49.599525099073375,50.13283461785204,22469970
2019-04-17,49.98843611168332,50.15590842730296,49.66244560432721,49.90859553514315,73738069
2019-04-18,50.52780849017258,51.163295718519834,50.01834031144743,50.56962590220255,27032888
2019-04-19,48.911807679651886,49.42018701095552,48.34030598027368,48.84319533474092,77259332
2019-04-22,49.373100789874286,49.930855366712514,48.99099467122715,49.49066806238722,31710368
2019-04-23,49.79480012378144,50.25137071988652,49.36114385464593,49.708506112728195,54100722
2019-04-24,48.90056333548404,49.131899884446554,48.65070675927697,48.891079267161,75207058
2019-04-25,47.67138910377498,48.29163452555834,47.29312635914138,47.73087413351123,77135986
2019-04-26,47.89088701331525,48.05119080337721,47.30847306402288,47.846166932602394,75827525
2019-04-29,49.0634037766478,49.213430265849574,48.638440419960695,49.02174901645168,13783287
2019-04-30,48.76397722072455,49.045005579846965,48.59183655880462,48.84912528414339,31485408
2019-05-01,48.02728247969245,48.55590819723721,47.68111534819667,48.16298725965766,59476122
2019-05-02,48.31752752318326,48.82153675854828,47.85241100204831,48.33677834500755,53381488
2019-05-03,49.894687409698,50.188092161308376,49.70057684867547,49.87388644722749,32557206
2019-05-06,50.37206358504641,50.851601636149844,50.08698491455812,50.25849789151289,13851304
2019-05-07,50.86959943280646,51.089832091678666,50.582663518466646,50.739235076857135,54994285
2019-05-08,51.832111581404426,52.04879484944446,51.577976276572734,51.82315491770657,52293201
2019-05-09,52.33902108342912,52.635378083833906,51.72083563759735,52.25943931687863,36572549
2019-05-10,51.569468394963714,52.05829367936708,51.06761856728093,51.588255824852965,60416051
2019-05-13,50.1722380135163,50.62380071270111,49.65049131365271,50.098268274131506,36582567
2019-05-14,49.24932085649139,49.68842273918327,48.885925610360964,49.33670557799829,16476480
2019-05-15,48.39827056232896,48.839814314453584,48.27148329378276,48.435741013003955,63630985
2019-05-16,49.03828275449592,49.26371331513479,48.75880807582756,48.99882067263723,53444036
2019-05-17,49.54210467023241,50.1236416263925,49.41327604920596,49.685748763820584,53048380
2019-05-20,49.918254109873054,50.443640304669884,49.33692834944491,49.851713644632895,53034466
2019-05-21,48.90336937305027,48.97307621193089,48.618958400558796,48.80511428213963,48679258
2019-05-22,50.29732649134078,50.88031980134524,50.09883288477482,50.32778235051297,64128835
2019-05-23,49.974820556561774,50.39338486967202,49.46417436690942,49.99043484377515,75848934
2019-05-24,50.63010381186547,50.78981879561371,50.31346421514546,50.52361552727588,63175397
2019-05-27,50.66736145346439,51.17016745349809,50.100636858297044,50.58369966575556,48117639
2019-05-28,50.71667495071445,51.15447469284645,50.2088084231371,50.78122311910621,23284247
2019-05-29,51.23787933159716,51.59904490409867,50.97975434744993,51.292051090809856,22215528
2019-05-30,50.7608882536129,50.94141388538852,50.39635807315554,50.706466554964145,46927978
2019-05-31,51.88212953124012,52.13215231547512,51.2844249832303,51.86246387851942,29486482
2019-06-03,50.403721827318215,51.03617227434106,50.044941233916575,50.50607858627614,24643969
2019-06-04,49.58295713626946,50.06297724185459,49.48743823423397,49.63956711843762,35829602
2019-06-05,50.8818645171704,51.329533140460214,50.46085767153113,50.76004550116601,20084624
2019-06-06,51.347591409491635,51.550630310503585,51.011214685214966,51.28968296628058,48280105
2019-06-07,53.728192938731,53.791107945671214,53.031779076560404,53.5719852847561,14859778
2019-06-10,53.73900132792806,53.81694378253721,53.04725065671934,53.65304511602245,17620898
2019-06-11,55.39248092002132,55.66423100550301,54.72070467881086,55.24597706397493,24547672
2019-06-12,53.45627687178882,54.189214757392726,53.024842515301174,53.54746115969291,43953536
2019-06-13,52.37954825121874,52.77833348190119,51.777221104244546,52.29436547563006,37201158
2019-06-14,52.96226709625933,53.421938850104496,52.56993103528849,53.11516946259453,58725395
2019-06-17,51.63761332275,52.14660878646824,51.23258221075515,51.58476163265174,78539818
2019-06-18,51.42049040523723,51.94609475110092,50.964678808033334,51.42996927419193,32694755
2019-06-19,52.430776372527276,52.64374550642417,52.23673751374584,52.47902766707973,45758331
2019-06-20,53.0617109492158,53.49467200265269,52.39887801158623,52.94658251755536,75752493
2019-06-21,53.0877124371019,53.277317483010464,52.56092994655893,52.975108220955576,22958563
2019-06-24,52.439861348669865,52.81921051515908,51.965973288982966,52.59059597688901,79200135
2019-06-25,52.82486325743805,53.05608143198745,52.38554920782029,52.79017848768153,12385987
2019-06-26,53.28714185098997,53.71432259832072,52.71627964208127,53.32943244577748,74593002
2019-06-27,52.72538437118825,53.11204894925651,52.583246300469106,52.75207871611437,68703247
2019-06-28,53.210883556002926,53.402472963108536,52.84568438396783,53.1050852454359,72146114
2019-07-01,54.04485775466243,54.35277437642541,53.69597654195877,54.10659128522638,13783424
2019-07-02,54.064547198698016,54.45287611084007,53.31617438324206,53.921208834045615,65222713
2019-07-03,53.89878451943521,54.64581231673072,53.642499361161164,54.0025881345953,79704037
2019-07-04,54.52078866037688,55.012292918046974,54.18595116359381,54.467610051361106,33674459
2019-07-05,55.05655850392794,55.311251538290804,54.43417154181443,54.99976407543628,36921233
2019-07-08,55.76378648436421,56.137407843431085,55.46225297176769,55.84682115937719,28940921
2019-07-09,54.853510287297404,55.183553759655524,54.65469831244213,54.911249265264935,24161055
2019-07-10,54.5481242425796,54.66905804512089,54.16190508362235,54.4387681375175,45921440
2019-07-11,54.089182438569786,54.43433198907366,53.74658405621637,54.00435070174491,77464624
2019-07-12,53.14490047282632,53.648913578951536,52.98207479935163,53.1994525064164,42905696
2019-07-15,51.62617374112799,52.09823943088462,51.43186141781763,51.615657604127925,12519494
2019-07-16,48.7261352311975,49.30026682527172,48.446667690428725,48.85461888365201,23187867
2019-07-17,49.78792919900825,50.15593375181162,49.53189277722683,49.875087145990236,39004374
2019-07-18,48.587697507447864,48.88206078271455,48.35450590952674,48.59183153753878,73628596
2019-07-19,49.79670655189704,50.37667488473269,49.634884348540645,49.92071748104219,43318381
2019-07-22,50.674049386162416,50.88062908018054,50.41612723830087,50.569875739018,35807497
2019-07-23,50.30560679292516,50.48675030987812,49.64319692294217,50.23989114333889,61424291
2019-07-24,50.922088945217595,51.110367343043336,50.3397864589956,50.786904260669395,71630479
2019-07-25,51.23259367028004,51.4520220640088,50.68854331838432,51.173191755816234,64921960
2019-07-26,50.373969094972885,50.431867381259316,49.75692836341267,50.24121130455704,44042408
2019-07-29,50.26243766007674,50.7721419012033,49.74368248047013,50.246003431714826,68739454
2019-07-30,49.462998346358404,49.96112216085734,49.155563074948525,49.43327354227049,51847576
2019-07-31,50.14664766848363,50.25245149067631,49.441648117178495,50.00354620347728,14895869
2019-08-01,49.4586804339092,49.593596229734416,49.15337045797483,49.41653925052124,47461463
