,Open,High,Low,Close,Volume
2019-01-01,59.911121023448494,60.421764244142786,59.32090085653701,60.0,67554435
2019-01-02,59.2622685240746,59.64209054963577,59.080048804571106,59.37312653674754,30917972
2019-01-03,59.59584365222752,60.16087165981159,58.80996155175207,59.50329994639594,17477081
2019-01-04,59.7355747598195,59.8738650757603,58.88810401479357,59.571253555227536,46018572
2019-01-07,61.21737916090483,62.05660540863579,60.78790989159086,61.3613676384444,70774440
2019-01-08,61.57938832512149,61.95496643240514,61.28151615424411,61.70379203433968,12399182
2019-01-09,62.16138042430164,62.92482255760425,62.07511870365043,62.26627375753785,48107738
2019-01-10,63.754164509466044,63.87374996528071,62.866513903180234,63.577579914122374,57242710
2019-01-11,63.33287228380567,63.98232335207387,62.76861731266664,63.25832931627417,13152521
2019-01-14,62.42772754934638,62.8703950564453,61.95041955676106,62.36101823724991,48985668
2019-01-15,63.03158115536302,63.326500965583655,62.7402445083484,63.02968012973737,24632547
2019-01-16,62.58238851884391,63.231709922350966,62.20578697870558,62.568274699200195,69957519
2019-01-17,64.18660148072466,64.68622639797182,63.96350547048635,64.26751173830306,34844255
2019-01-18,61.58214274392722,62.302177616370464,61.259703589375185,61.71004989160967,36632074
2019-01-21,61.35285913956544,61.788303608226336,60.75408571094478,61.24985815740195,14689888
2019-01-22,61.622688750299275,62.21464759516265,61.23713395591093,61.63352660131068,57916514
2019-01-23,60.95654206541521,61.4178893218192,60.808309479465066,61.04591009461832,56651887
2019-01-24,62.713301158895156,63.38083801513632,62.222079051477195,62.66337809264509,23775170
2019-01-25,62.92317262933918,63.539734420606656,62.62020946445465,63.033054662739005,23566144
2019-01-28,62.45449484157752,62.68967605656558,61.899182491281664,62.45870093924977,14293115
2019-01-29,62.74909392203123,63.092297044330216,62.44883187876008,62.86594155381162,60658592
2019-01-30,61.60314963270312,62.10050017514789,61.1167404488568,61.507319486516806,58465033
2019-01-31,62.13170062002029,62.860976342260315,61.87395084021405,62.1985758200919,66744122
2019-02-01,63.74174686647435,64.35434870570762,63.32724204639711,63.76405192910549,14316005
2019-02-04,63.849814717435414,64.1027959300851,63.1006398740684,63.75231909843833,65875870
2019-02-05,63.95580001795298,64.21620619818195,63.46251803041447,63.89461592868704,27190356
2019-02-06,62.78820449916417,63.33420714990217,62.240526491112895,62.826011980440825,22060282
2019-02-07,62.004466612342156,62.46105514491848,61.4673502245039,62.164467507987695,27535411
2019-02-08,63.59347058800353,63.83973375346764,63.143049052693144,63.4330077898503,23539077
2019-02-11,63.2656847788514,64.00241693267053,62.72932256074364,63.45302660015188,13329755
2019-02-12,66.14963868316191,66.424212250281,65.63953358517192,66.05665965061246,39310592
2019-02-13,67.03664923949968,67.28446009028401,66.65047941091593,66.85797638209336,74599981
2019-02-14,65.64563364681437,66.13228008268085,64.98503331535375,65.72186928516592,46973469
2019-02-15,68.32599999908953,68.98991073031168,67.81420077868067,68.50049445069293,77612788
